BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,TotalGHGEmissions,TotalGHGEmissions_log,HasElectricity,HasNaturalGas,HasSteam
NonResidential,Warehouse,7133 Delridge Way Sw,DELRIDGE,47.53846,-122.36175,1982,1.0,2.0,36600.0,0.0,36600.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43556.0,Parking,11745.0,80.0,3.5704999999999996,1.5195508068830703,1,0,0
NonResidential,Small- and Mid-Sized Office,2303 W. Commodore Way,MAGNOLIA / QUEEN ANNE,47.66006,-122.3783225,2007,1.0,4.0,30152.0,5680.0,24472.0,"Office, Parking",Office,25184.0,Parking,4968.0,96.0,5.94,1.937301774518713,1,1,0
NonResidential,Warehouse,309 South Cloverdale Street,GREATER DUWAMISH,47.537451,-122.33064,1979,1.0,1.0,27420.0,0.0,27420.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27850.0,Parking,11745.0,55.0,39.05,3.6901286735143684,1,1,0
NonResidential,Small- and Mid-Sized Office,111 Queen Anne Ave N,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,1985,1.0,5.0,85963.0,33055.0,52908.0,"Office, Parking",Office,52908.0,Parking,33055.0,43.0,31.24,3.4732079176384274,1,0,0
NonResidential,Residence Hall,4505 18th Ave NE,NORTHEAST,47.66164,-122.30874,1926,1.0,4.0,23616.0,0.0,23616.0,Residence Hall/Dormitory,Residence Hall/Dormitory,23616.0,Parking,11745.0,55.0,53.65,4.000949214622548,1,1,0
NonResidential,Large Office,1101 2nd Avenue,DOWNTOWN,47.60581,-122.33664,1968,1.0,8.0,157941.0,62993.0,94948.0,"Office, Parking",Office,84838.0,Parking,15401.0,81.0,26.1,3.299533727885655,1,0,0
SPS-District K-12,K-12 School,3528 Ferdinand St.,SOUTHEAST,47.55818,-122.28841249999999,1925,1.0,1.0,33105.0,0.0,33105.0,K-12 School,K-12 School,33105.0,Parking,11745.0,79.0,69.77,4.259435182087693,1,1,0
NonResidential,Large Office,601 Union St.,DOWNTOWN,47.61043,-122.33206,1989,1.0,12.450000000000045,399875.050000001,88607.50000000001,339128.9,"Office, Other, Parking",Office,339005.65000000026,Parking,95742.6500000001,97.0,525.78,6.2667830040763,1,1,1
NonResidential,Large Office,2401 Utah Ave South,GREATER DUWAMISH,47.58181,-122.33534,1912,1.0,6.0,399875.050000001,0.0,339128.9,"Non-Refrigerated Warehouse, Office, Retail Store",Office,339005.65000000026,Retail Store,95742.6500000001,79.0,564.2850000000001,6.3373279806556635,1,1,0
NonResidential,Large Office,1011 Western Ave,DOWNTOWN,47.60449,-122.33803,1983,1.0,12.450000000000045,307557.0,83064.0,224493.0,"Multifamily Housing, Office, Parking, Retail Store",Office,162422.0,Parking,83064.0,73.0,66.32,4.209457369322605,1,0,0
NonResidential,Mixed Use Property,657 South Weller Street,DOWNTOWN,47.59737,-122.32487,1909,1.0,3.0,49299.0,0.0,49299.0,"Multifamily Housing, Office, Restaurant",Office,24099.0,Multifamily Housing,23632.0,73.0,9.23,2.325324579963535,1,0,0
SPS-District K-12,K-12 School,1810 NW 65th St.,BALLARD,47.6763,-122.3783225,1931,1.0,3.0,117116.0,0.0,117116.0,K-12 School,K-12 School,117116.0,Parking,11745.0,83.0,256.31,5.55028158367044,1,1,0
NonResidential,Mixed Use Property,2200 Westlake Ave.,DOWNTOWN,47.61783,-122.33729,2006,1.0,1.0,399875.050000001,0.0,339128.9,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,339005.65000000026,Multifamily Housing,95742.6500000001,31.0,564.2850000000001,6.3373279806556635,1,1,0
NonResidential,Warehouse,1512 11TH AVE,EAST,47.61467,-122.31777,1915,1.0,2.0,43200.0,0.0,43200.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43200.0,Parking,11745.0,38.0,49.18,3.9156165409382764,1,1,0
NonResidential,Hotel,670 S. Weller Street,DOWNTOWN,47.59766,-122.32394,1908,1.0,3.0,28800.0,0.0,28800.0,"Hotel, Restaurant",Hotel,21600.0,Restaurant,7200.0,73.0,190.45,5.254626677923303,1,1,0
NonResidential,Self-Storage Facility,1915 Third Ave.,DOWNTOWN,47.61179,-122.3404,1928,1.0,6.0,46580.0,0.0,46580.0,Self-Storage Facility,Self-Storage Facility,46580.0,Parking,11745.0,73.0,4.95,1.7833912195575383,1,0,0
SPS-District K-12,K-12 School,1058 E. Mercer St.,EAST,47.62442,-122.31838,1925,1.0,2.0,73769.0,0.0,73769.0,K-12 School,K-12 School,73769.0,Parking,11745.0,92.0,94.85,4.562784469491653,1,1,0
NonResidential,Mixed Use Property,2201 9th Ave. / 820 Blanchard St.,DOWNTOWN,47.61811,-122.33908,2009,1.0,12.450000000000045,399875.050000001,88607.50000000001,339128.9,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,Multifamily Housing,95742.6500000001,87.0,393.29,5.977086679162027,1,1,0
NonResidential,Other,2015 AIRPORT WAY S,GREATER DUWAMISH,47.5843,-122.32229,2009,1.0,2.0,56988.0,0.0,56988.0,"Automobile Dealership, Parking",Automobile Dealership,24520.0,Parking,583.3999999999996,73.0,16.13,2.8408313123360287,1,1,0
NonResidential,Mixed Use Property,1401 12th Avenue,EAST,47.61324,-122.31724,1913,1.0,1.0,36000.0,0.0,36000.0,"Parking, Retail Store",Parking,18000.0,Retail Store,18000.0,59.0,26.52,3.314913013065143,1,1,0
NonResidential,Mixed Use Property,410 2nd Avenue Extenstion South,EAST,47.59901628,-122.3315077,1906,1.0,3.0,22168.0,0.0,22168.0,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,14317.0,Other - Entertainment/Public Assembly,11084.0,73.0,49.44,3.9207845110967185,1,1,0
NonResidential,Other,2960 4th Ave S,GREATER DUWAMISH,47.57587,-122.32789,2009,1.0,1.0,36400.0,0.0,36400.0,"Other, Retail Store",Other,21400.0,Retail Store,15000.0,73.0,46.16,3.85354607566917,1,1,0
NonResidential,Retail Store,222 Yale Ave. N.,LAKE UNION,47.62,-122.33027,1996,1.0,4.0,264008.0,88607.50000000001,104014.0,Retail Store,Retail Store,98863.0,Parking,11745.0,42.0,190.61,5.2554620562416074,1,1,0
NonResidential,Hotel,200 6th Ave N,LAKE UNION,47.62014,-122.34456,1959,1.0,4.0,38520.0,0.0,38520.0,Hotel,Hotel,38500.0,Parking,11745.0,37.0,75.25,4.334017415487521,1,1,0
NonResidential,Hotel,4725 25th AVE NE,NORTHEAST,47.66355,-122.30123,1961,1.0,2.0,24100.0,0.0,24100.0,Hotel,Hotel,30910.0,Parking,11745.0,91.0,46.57,3.8622023104441903,1,1,0
NonResidential,Worship Facility,160 Broadway,EAST,47.60321889,-122.3205567,1922,1.0,2.0,22688.0,0.0,22688.0,Worship Facility,Worship Facility,22688.0,Parking,11745.0,87.0,7.07,2.0881534822818573,1,1,0
NonResidential,Warehouse,7245 West Marginal Way SW,DELRIDGE,47.537451,-122.33847,1968,1.0,1.0,140520.0,0.0,140520.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,140520.0,Parking,11745.0,61.0,57.73,4.072950669534428,1,1,0
SPS-District K-12,K-12 School,6760 34th Ave. S.W.,DELRIDGE,47.54176,-122.37349,1988,1.0,2.0,54528.0,0.0,54528.0,K-12 School,K-12 School,54285.0,Parking,11745.0,75.0,13.75,2.691243082785829,1,0,0
NonResidential,Supermarket / Grocery Store,7340 35th Ave NE,NORTHEAST,47.68269,-122.28912,1965,1.0,1.0,32822.0,0.0,32822.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,35042.0,Parking,583.3999999999996,42.0,219.93,5.397845909262937,1,1,0
NonResidential,Other,3711 RAINIER AVE S,SOUTHEAST,47.56979,-122.29234,1963,1.0,2.0,21038.2,0.0,20804.25,Other - Services,Other - Services,20047.0,Parking,11745.0,73.0,3.5704999999999996,1.5195508068830703,1,0,0
NonResidential,Small- and Mid-Sized Office,500 1st Avenue S.,DOWNTOWN,47.5981,-122.33369,1910,1.0,6.0,95000.0,13700.0,81300.0,"Office, Parking",Office,84481.0,Parking,8474.0,83.0,31.43,3.4790839203192268,1,1,0
NonResidential,Warehouse,1001 S Myrtle St,GREATER DUWAMISH,47.53906,-122.32031,1977,1.0,1.0,29380.0,0.0,29380.0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16768.0,Office,6837.0,33.0,5.97,1.9416152247724325,1,0,0
NonResidential,Retail Store,1401 Broadway,EAST,47.61378771,-122.3214255,1996,1.0,3.0,45743.0,0.0,45743.0,Retail Store,Retail Store,45243.0,Parking,11745.0,88.0,83.45,4.436159643253809,1,1,0
Nonresidential COS,Other,2801 Thistle St,DELRIDGE,47.537451,-122.36918,1975,1.0,2.0,27227.0,0.0,27227.0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,29064.0,Fitness Center/Health Club/Gym,8508.0,73.0,286.89,5.662578462732144,1,1,0
NonResidential,Large Office,1414 3RD AVE,DOWNTOWN,47.60902,-122.33674,1929,1.0,12.450000000000045,137350.0,0.0,137350.0,Office,Office,124508.0,Parking,11745.0,89.0,202.99,5.318070973034873,1,0,1
NonResidential,K-12 School,3401 SW Myrtle St.,DELRIDGE,47.53887,-122.37564,1962,1.0,3.0,29874.0,0.0,29874.0,K-12 School,K-12 School,31375.0,Parking,11745.0,95.0,54.27,4.012230265845171,1,1,0
NonResidential,Small- and Mid-Sized Office,1601 16th Ave,EAST,47.61546,-122.31195,1958,1.0,3.0,25834.0,0.0,25834.0,Office,Office,31822.0,Parking,11745.0,73.0,54.02,4.007696755496428,1,1,0
NonResidential,Large Office,"811 First Avenue, Suite 350",DOWNTOWN,47.60353,-122.33558,1906,1.0,6.0,205521.0,0.0,205521.0,"Office, Retail Store",Office,114919.0,Retail Store,28643.0,94.0,282.46,5.6470710197387595,1,1,1
NonResidential,Warehouse,525 S Front Street,GREATER DUWAMISH,47.54761,-122.32759,1960,1.0,1.0,44476.0,0.0,44476.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,Parking,11745.0,33.0,29.7,3.4242626545931514,1,1,0
NonResidential,Large Office,4311 11th Avenue NE,NORTHEAST,47.66065,-122.31689,2002,1.0,6.0,135051.0,44248.0,90803.0,"Office, Parking",Office,95943.0,Parking,42500.0,88.0,30.86,3.4613513044819024,1,0,0
NonResidential,Residence Hall,4106 Brooklyn Ave Ne,NORTHEAST,47.65711,-122.31409,1993,1.0,3.0,28572.0,0.0,28572.0,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,22000.0,Parking,7000.0,16.0,89.57,4.506123032386857,1,1,0
SPS-District K-12,K-12 School,1617 38th Ave. E.,EAST,47.63408,-122.28841249999999,1925,1.0,3.0,38297.0,0.0,38297.0,K-12 School,K-12 School,38297.0,Parking,11745.0,85.0,69.18,4.2510633701550695,1,1,0
NonResidential,K-12 School,401 Pike,EAST,47.61386,-122.32647,2009,1.0,2.0,35780.0,0.0,35780.0,K-12 School,K-12 School,38000.0,Parking,11745.0,22.0,51.59,3.962525987601253,1,1,0
NonResidential,Other,811 Maynard Ave S,GREATER DUWAMISH,47.59549,-122.32538,1992,1.0,3.0,47836.0,7572.0,40264.0,"Other - Lodging/Residential, Parking",Other - Lodging/Residential,43336.0,Parking,4500.0,73.0,109.59,4.705829669087269,1,1,0
NonResidential,Other,1040 S Henderson,GREATER DUWAMISH,47.537451,-122.31899,1994,1.0,2.0,54170.0,0.0,54170.0,Other,Other,54170.0,Parking,11745.0,73.0,178.35,5.1893392039782915,1,1,0
NonResidential,Warehouse,309 S Cloverdale Street,GREATER DUWAMISH,47.537451,-122.33064,1979,1.0,1.0,31360.0,0.0,31360.0,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,29640.0,Retail Store,1460.0,73.0,43.18,3.788272197991971,1,1,0
NonResidential,Large Office,1918 Eighth Avenue,DOWNTOWN,47.61555,-122.33582,2009,1.0,12.450000000000045,399875.050000001,88607.50000000001,339128.9,"Office, Parking",Office,339005.65000000026,Parking,95742.6500000001,97.0,275.54,5.622355475960472,1,0,0
Nonresidential COS,Other,5614 22nd Ave. N.W.,BALLARD,47.66984,-122.3783225,2004,1.0,1.0,30576.0,15576.0,20804.25,"Library, Other - Services",Library,15000.0,Other - Services,3100.0,73.0,38.52,3.6768068728796672,1,1,0
NonResidential,Worship Facility,3416 E. Marion,CENTRAL,47.61118,-122.28841249999999,1906,1.0,1.0,21850.0,0.0,21850.0,Worship Facility,Worship Facility,21850.0,Parking,11745.0,97.0,13.09,2.645465325910589,1,1,0
NonResidential,Distribution Center,1762 6th Ave S,GREATER DUWAMISH,47.58685,-122.32501,1960,1.0,1.0,110613.0,0.0,110613.0,"Distribution Center, Office",Distribution Center,99551.0,Office,11061.0,95.0,7.08,2.089391872533004,1,0,0
NonResidential,Senior Care Community,4831 35th Ave SW,SOUTHWEST,47.55837,-122.37751,1922,1.0,5.0,217603.0,0.0,217603.0,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,583.3999999999996,54.0,564.2850000000001,6.3373279806556635,1,1,0
NonResidential,Large Office,401 Second Ave S,DOWNTOWN,47.59858,-122.33198,1907,1.0,7.0,160580.0,0.0,160580.0,Office,Office,160580.0,Parking,11745.0,97.0,99.59,4.611052849146247,1,1,1
NonResidential,Small- and Mid-Sized Office,2400 8th Ave W,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1960,1.0,2.0,25481.0,0.0,25481.0,Office,Office,25481.0,Parking,11745.0,92.0,38.59,3.678576561118039,1,1,0
NonResidential,Mixed Use Property,1050 w nickerson/1050 w Ewing st.,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1961,1.0,2.0,37600.0,0.0,37600.0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,18400.0,Other,16200.0,73.0,93.55,4.549128795104466,1,1,0
NonResidential,Worship Facility,180 Denny Way,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,2009,1.0,3.0,23241.0,0.0,23241.0,Worship Facility,Worship Facility,23241.0,Parking,11745.0,66.0,20.64,3.074543453978281,1,1,0
SPS-District K-12,K-12 School,5000 S.W. Spokane St.,SOUTHWEST,47.57269,-122.3783225,1962,1.0,1.0,51410.0,0.0,51410.0,K-12 School,K-12 School,51410.0,Parking,11745.0,87.0,64.79,4.186467851097906,1,1,0
NonResidential,Small- and Mid-Sized Office,501 N 34th Street,LAKE UNION,47.64963,-122.35158,2000,1.0,4.0,90000.0,36528.0,53472.0,Office,Office,90000.0,Parking,11745.0,84.0,27.17,3.338257581888281,1,0,0
NonResidential,Large Office,2601 Fourth Avenue,DOWNTOWN,47.61732,-122.34791,1975,1.0,8.0,150000.0,23630.0,126370.0,"Office, Parking",Office,126648.0,Parking,23913.0,65.0,119.93,4.795211865797184,1,1,0
NonResidential,Other,601 N 34th St,LAKE UNION,47.64942,-122.35024,2001,1.0,3.0,280252.0,88607.50000000001,123940.0,"Office, Parking, Retail Store",Parking,156312.0,Office,95742.6500000001,73.0,80.32,4.398391988760146,1,0,0
SPS-District K-12,K-12 School,144 NE 54th St,Northwest,47.66828,-122.3266,1925,1.0,3.0,51360.0,0.0,51360.0,K-12 School,K-12 School,51026.0,Parking,11745.0,89.0,30.22,3.441058915087286,1,1,0
NonResidential,Small- and Mid-Sized Office,1424 11th Ave,EAST,47.61371,-122.31774,2009,1.0,5.0,37873.0,0.0,37873.0,"Multifamily Housing, Office, Parking, Restaurant, Retail Store",Office,25927.0,Parking,5834.0,73.0,65.01,4.189806245700679,1,1,0
NonResidential,Worship Facility,11700 1st Ave. NE,NORTHWEST,47.707374,-122.32824,2002,1.0,1.0,24955.0,0.0,24955.0,Worship Facility,Worship Facility,24955.0,Parking,11745.0,47.0,21.87,3.12982600803469,1,1,0
NonResidential,K-12 School,803 Terry,EAST,47.60745,-122.32542,1912,1.0,4.0,27800.0,0.0,27800.0,K-12 School,K-12 School,14317.0,Parking,11745.0,14.0,38.36,3.6727500721840527,1,1,0
NonResidential,Small- and Mid-Sized Office,220 West Mercer Street,MAGNOLIA / QUEEN ANNE,47.62495,-122.36036,1982,1.0,5.0,54015.0,0.0,54015.0,Office,Office,54015.0,Parking,11745.0,75.0,21.05,3.093312601892855,1,0,0
NonResidential,Other,120 Lenora,DOWNTOWN,47.61252,-122.34351,1985,1.0,12.0,193500.0,38000.0,155500.0,Other,Other,146689.0,Parking,11745.0,73.0,100.65,4.621535540074356,1,0,0
Nonresidential COS,Other,104 17th Ave South,CENTRAL,47.60133,-122.31088,1913,1.0,3.0,21038.2,0.0,20992.0,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,Social/Meeting Hall,4625.0,73.0,104.74,4.660983250807304,1,1,0
NonResidential,Self-Storage Facility,1120 12th Ave,CENTRAL,47.61234,-122.31628,1962,1.0,1.0,24248.0,0.0,24248.0,"Parking, Self-Storage Facility",Self-Storage Facility,21018.0,Parking,3230.0,73.0,3.5704999999999996,1.5195508068830703,1,1,0
NonResidential,Warehouse,703 S Fidalgo St,GREATER DUWAMISH,47.54923,-122.32446,1966,1.0,1.0,115620.0,0.0,115620.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56900.0,Parking,11745.0,14.0,13.61,2.681706225762608,1,0,0
NonResidential,Self-Storage Facility,2400 1st Ave S,GREATER DUWAMISH,47.58168,-122.33369,1925,1.0,2.0,25821.0,0.0,25821.0,Self-Storage Facility,Self-Storage Facility,25821.0,Parking,11745.0,73.0,3.5704999999999996,1.5195508068830703,1,0,0
NonResidential,Small- and Mid-Sized Office,2030 First Avenue,DOWNTOWN,47.61185,-122.3434,1918,1.0,3.0,38148.0,0.0,38148.0,"Office, Retail Store",Office,37853.0,Retail Store,12495.0,97.0,8.8,2.2823823856765264,1,0,0
NonResidential,Other,2670 NE 49th Street,NORTHEAST,47.66478,-122.29804,2002,1.0,6.0,361398.0,88607.50000000001,88498.0,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,232685.0,Retail Store,63419.0,73.0,119.92,4.795129169911258,1,1,0
NonResidential,Large Office,4333 Brooklyn Ave,NORTHEAST,47.66072,-122.31466,1971,1.0,12.450000000000045,399875.050000001,0.0,339128.9,Office,Office,339005.65000000026,Parking,11745.0,77.0,198.34,5.29501190953931,1,0,0
NonResidential,Small- and Mid-Sized Office,200 SW Michigan,Delridge,47.54103,-122.33766,1929,1.0,3.0,85126.0,0.0,85126.0,Office,Office,81526.0,Parking,11745.0,14.0,166.13,5.1187719527008335,1,1,0
NonResidential,Other,1920 Dexter Ave N,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,1961,1.0,3.0,22960.0,0.0,22960.0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,22960.0,Parking,11745.0,73.0,95.38,4.5682987112121864,1,1,0
NonResidential,Small- and Mid-Sized Office,200 Cedar Street,DOWNTOWN,47.61703,-122.35012,1981,1.0,4.0,77662.0,18504.0,59158.0,"Office, Parking",Office,62108.0,Parking,17570.0,57.0,68.19,4.23685634351072,1,1,0
NonResidential,Small- and Mid-Sized Office,4000 aurora ave n,LAKE UNION,47.6557,-122.34682,1958,1.0,2.0,21436.0,0.0,21436.0,Office,Office,21436.0,Parking,11745.0,95.0,3.73,1.5539252025038417,1,0,0
NonResidential,Other,2629 SW Andover Street,DELRIDGE,47.56797,-122.36711,2001,1.0,3.0,68763.0,11527.0,57236.0,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,50000.0,Parking,11527.0,73.0,310.19,5.7404036581118465,1,1,0
NonResidential,Mixed Use Property,500 E Pike St,EAST,47.61426,-122.3253,1924,1.0,2.0,24476.0,0.0,24476.0,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,14317.0,Office,5872.0,73.0,91.69,4.529260591887741,1,1,0
NonResidential,K-12 School,700 18th Ave. E.,EAST,47.62548,-122.30828,1923,1.0,3.0,67743.0,0.0,67743.0,K-12 School,K-12 School,67743.0,Parking,11745.0,34.0,78.85,4.380149874661021,1,1,0
NonResidential,University,2310 S LANE ST,CENTRAL,47.59677,-122.30172,2009,1.0,1.0,57468.0,0.0,57468.0,College/University,College/University,67750.0,Parking,11745.0,73.0,89.8,4.508659285607248,1,1,0
NonResidential,Large Office,71 Columbia Street,DOWNTOWN,47.60247,-122.33621,1910,1.0,6.0,112560.0,0.0,112560.0,"Office, Retail Store",Office,80400.0,Retail Store,16080.0,86.0,97.82,4.593300013417604,1,1,0
NonResidential,Warehouse,5055 E Marginal Way S,GREATER DUWAMISH,47.55608,-122.3388,1932,1.0,1.0,24617.0,0.0,24617.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22752.0,Parking,11745.0,73.0,3.5704999999999996,1.5195508068830703,1,0,0
NonResidential,Mixed Use Property,501 South Jackson St.,DOWNTOWN,47.599,-122.32717,1906,1.0,3.0,22480.0,0.0,22480.0,"Office, Other, Retail Store",Office,14317.0,Other,10800.0,73.0,6.84,2.0592388343623163,1,0,0
NonResidential,Distribution Center,6701-6795 E. Marginal Way S.,GREATER DUWAMISH,47.54187,-122.32714,1967,1.0,1.0,124472.0,0.0,124472.0,"Distribution Center, Parking",Distribution Center,124423.0,Parking,583.3999999999996,62.0,237.36,5.473782135878778,1,1,0
NonResidential,Small- and Mid-Sized Office,3800 S Othello St,GREATER DUWAMISH,47.53827,-122.28841249999999,1958,1.0,1.0,54765.0,0.0,54765.0,"Office, Other",Office,25765.0,Other,25000.0,73.0,61.21,4.130515758526928,1,1,0
NonResidential,Mixed Use Property,525 MAYNARD AVE S,DOWNTOWN,47.59769,-122.32537,1909,1.0,3.0,21038.2,0.0,20804.25,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,14317.0,Retail Store,5280.0,73.0,20.78,3.0809921175048145,1,1,0
NonResidential,Senior Care Community,13333 GREENWOOD AVE N,NORTHWEST,47.707374,-122.35642,1954,1.0,2.0,51298.0,0.0,51298.0,Senior Care Community,Senior Care Community,51298.0,Parking,11745.0,85.0,203.73,5.321692037864487,1,1,0
SPS-District K-12,K-12 School,4530 46th Ave. N.E.,NORTHEAST,47.6622,-122.28841249999999,1928,1.0,2.0,54943.0,0.0,54943.0,K-12 School,K-12 School,57247.0,Parking,11745.0,94.0,83.76,4.4398237334000985,1,1,0
NonResidential,Large Office,1000 Dexter Avenue North,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1998,1.0,5.0,110524.0,0.0,110524.0,"Office, Other, Parking",Office,98781.0,Other,8634.0,57.0,47.82,3.888140064964814,1,0,0
